"DATE","WIND","IND","RAIN","IND.1","T.MAX","IND.2","T.MIN","T.MIN.G"
1969-04-03,4.96,"0",0,"0",11.2,"0",1.8,-3.8
1969-04-04,3.42,"0",0,"0",12.6,"1",-2,-8
1969-04-05,7.87,"0",0,"0",10.8,"1",-0.8,-6.8
1969-04-06,13.75,"0",0,"0",11,"0",5,0
1969-04-07,6.38,"0",0,"0",12.5,"0",3.8,-3.2
1969-04-08,5.04,"0",0.2,"0",18.6,"0",1.5,-2.8
1969-04-09,14.37,"0",1.6,"0",13,"0",8,2.6
1969-04-10,9.59,"0",14,"0",15.6,"0",9,4.6
1969-04-11,17.62,"0",3.5,"0",15.7,"0",6,3.6
1969-04-12,19.04,"0",1,"0",10.5,"0",3,1
1969-04-13,9.96,"0",2.1,"0",11.5,"0",2.5,-1.5
1969-04-14,14.5,"0",2.9,"0",14.7,"0",4.2,-1.6
1969-04-15,17.16,"0",0,"0",12.1,"0",8.6,9.5
1969-04-16,9.87,"0",0,"0",12.5,"0",4,1
1969-04-17,3.71,"0",0,"0",10.6,"0",3.1,-0.8
1969-04-18,8.67,"0",0,"0",12.1,"0",2,-2
1969-04-19,6.92,"0",0,"0",9.2,"0",6.7,4.5
1969-04-20,7.41,"0",2,"0",11.1,"0",1.2,-2.7
1969-04-21,12.83,"0",14.5,"0",8.6,"0",5.5,5.5
1969-04-22,12.71,"0",0,"0",8.5,"0",3.4,-0.1
1969-04-23,8.67,"0",8.5,"0",14.4,"0",4.8,NA
1969-04-24,9.25,"0",2,"0",13.8,"0",7.4,4
1969-04-25,14.29,"0",0.6,"0",14.8,"0",7.8,6
1969-04-26,4.17,"0",6.7,"0",13.5,"0",5.8,1
1969-04-27,10.25,"0",1,"0",10.4,"0",4.5,1.8
1969-04-28,6.17,"0",0,"0",10.4,"0",2.3,-0.6
1969-04-29,4.71,"0",0,"0",10.3,"0",2,-3
1969-04-30,3.33,"0",0,"0",12.1,"0",4.5,-0.6
1969-05-01,4.08,"0",0,"0",11,"0",4.5,0
1969-05-02,11.38,"0",14,"0",10,"0",7.4,2.4
1969-05-03,5.71,"0",4.2,"0",11.8,"0",6.8,6.4
1969-05-04,4.08,"0",0,"0",12.8,"2",7.5,6.8
1969-05-05,2.83,"0",7.8,"0",13.6,"0",7.7,-1
1969-05-06,2.04,"0",2.3,"0",9,"0",7.4,6.9
1969-05-07,4.71,"0",8.4,"4",NA,"4",NA,NA
1969-05-08,6.87,"0",3,"0",16.2,"0",5.7,2.5
1969-05-09,9.42,"0",6,"0",15.7,"0",8,5.1
1969-05-10,8.58,"0",5.3,"0",19.6,"0",9.1,6.3
1969-05-11,2.29,"0",2.5,"4",NA,"4",NA,NA
1969-05-12,5.66,"4",0,"4",NA,"4",NA,NA
1969-05-13,5.46,"0",6.5,"4",NA,"4",NA,NA
1969-05-14,7.54,"0",3.9,"0",17.4,"0",9.8,7
1969-05-15,4.21,"0",2.3,"0",14.4,"0",7,1
1969-05-16,10.29,"0",0.6,"0",16.8,"0",7,2.8
1969-05-17,6.71,"0",0.8,"0",16,"0",8,5.5
1969-05-18,12.46,"0",0,"0",13.2,"0",4.5,1.2
1969-05-19,3.92,"0",0,"0",11.6,"0",2.1,-3.1
1969-05-20,1.96,"0",1.5,"0",12.8,"0",6.5,1
1969-05-21,4.17,"0",0,"0",16.5,"0",9,3.5
1969-05-22,3.25,"0",0.4,"0",14,"0",5.6,-0.8
1969-05-23,7.96,"0",4.8,"0",15.2,"0",9.4,7.3
1969-05-24,9.96,"0",1.4,"0",15.9,"0",10.1,9
1969-05-25,7.12,"0",18,"0",16,"0",9.8,7
1969-05-26,5.17,"0",4.2,"0",14,"0",6.8,6
1969-05-27,7.62,"0",0.4,"4",NA,"4",NA,NA
1969-05-28,6.79,"0",3,"0",15.4,"0",8.6,6.6
1969-05-29,8.29,"0",8.4,"0",12.5,"0",8.7,5.6
1969-05-30,8.42,"0",0.9,"4",NA,"4",NA,NA
1969-05-31,6.63,"4",0,"0",16.5,"0",6.6,4.6
1969-06-01,4.71,"0",0.1,"0",16.5,"0",4.8,2.2
1969-06-02,9.62,"0",0.7,"0",16.8,"0",9,6
1969-06-03,8.58,"0",2.8,"0",17.4,"0",12.2,11.6
1969-06-04,3.42,"0",0,"0",13.6,"0",6,3.6
1969-06-05,2.96,"0",0,"0",13.8,"0",3.2,0
1969-06-06,0.21,"0",0,"0",16,"0",3,1.8
1969-06-07,4.42,"0",0,"0",16.3,"0",8.5,8.5
1969-06-08,2.88,"0",0,"0",18.4,"0",7.1,3.3
1969-06-09,3.75,"0",0,"0",18.6,"0",8.2,5.4
1969-06-10,6.5,"0",0,"0",19.8,"0",11,11
1969-06-11,3.29,"0",0,"0",19.5,"0",8.2,4.4
1969-06-12,2.92,"0",0,"0",20.8,"0",8.6,5.2
1969-06-13,3.79,"0",0,"0",19.8,"0",11.4,8.5
1969-06-14,4.63,"0",0,"0",17.5,"0",13,11.5
1969-06-15,10.46,"0",4.5,"0",17.5,"0",12.8,10
1969-06-16,10.37,"0",5.4,"0",17.9,"0",11.7,10.4
1969-06-17,11.29,"0",0.3,"0",18.5,"0",11.3,8.5
1969-06-18,8.29,"0",6.2,"0",16.9,"0",10.6,7.8
1969-06-19,13.42,"0",12.9,"0",15.9,"0",10.5,8.7
1969-06-20,11.04,"4",0,"0",16.1,"0",10.4,9.1
1969-06-21,9.38,"0",1,"0",16.9,"0",6,0.3
1969-06-22,4.17,"0",24.2,"0",15.7,"0",9.9,5.8
1969-06-23,3.63,"0",1.5,"0",14.8,"0",7.6,2.5
1969-06-24,7,"4",0,"0",19.6,"0",7.6,3
1969-06-25,5.71,"0",1.3,"0",21.2,"0",8.2,4
1969-06-26,9.83,"0",3.5,"0",21.2,"0",12.9,10.2
1969-06-27,9.54,"0",0,"0",18.4,"0",8.4,3.5
1969-06-28,5.37,"0",0,"0",18,"0",8.4,3.8
1969-06-29,5.96,"0",0,"0",20,"0",11.2,6.2
1969-06-30,6.25,"4",0,"0",21,"0",11.5,7.6
1969-07-01,7.92,"0",0,"0",21.4,"0",16.2,13.4
1969-07-02,6,"0",0.1,"0",19.6,"0",14,11.7
1969-07-03,4.21,"0",0,"0",18.8,"0",8.5,4.2
1969-07-04,12.96,"0",0,"0",19.2,"0",10.2,6.2
1969-07-05,9.17,"0",0,"0",17,"0",10,3
1969-07-06,7.08,"0",0.5,"0",17.3,"0",10,5.5
1969-07-07,12.21,"0",3.1,"0",16.8,"0",8,5
1969-07-08,8.17,"0",0.6,"0",17.5,"0",7.9,4.5
1969-07-09,7.62,"0",0,"0",18.6,"0",7.9,7.5
1969-07-10,12.38,"0",0,"0",24.4,"0",12.6,11.2
1969-07-11,13.92,"0",0,"0",23.3,"0",14.4,13
1969-07-12,8.92,"0",0,"0",22,"0",14.4,13
1969-07-13,6.67,"0",0,"0",20.1,"0",13.6,11.4
1969-07-14,2.42,"0",0,"0",23,"0",13.8,12.2
1969-07-15,3.71,"0",0,"0",22.2,"0",11.8,6.8
1969-07-16,9,"0",0,"0",21.6,"0",15.4,11.2
1969-07-17,7.87,"0",0,"0",18.8,"0",10.6,6.8
1969-07-18,12.25,"0",1,"0",19.6,"0",12.5,7
1969-07-19,16.25,"4",0,"0",23.3,"0",12.5,NA
1969-07-20,9.59,"0",0,"0",21.4,"0",17,14.4
1969-07-21,8,"0",0,"0",26,"0",16,11
1969-07-22,10.71,"0",0.6,"0",23,"0",18,15
1969-07-23,3.5,"0",0.3,"0",20.5,"0",14,13
1969-07-24,2.71,"0",0,"0",19.6,"0",12,10.6
1969-07-25,7.96,"0",23.8,"0",22.5,"0",9.8,3.8
1969-07-26,1.5,"0",1,"0",19.8,"0",13.5,12.5
1969-07-27,4.71,"0",0,"0",20.3,"0",10.8,6.8
1969-07-28,3.42,"0",4.7,"0",16.3,"0",13.5,11
1969-07-29,8.42,"0",0,"0",18.7,"0",8.4,5.3
1969-07-30,7.21,"0",0,"0",20.3,"0",8,2
1969-07-31,7.04,"0",0,"0",21.4,"0",13.5,9.3
1969-08-01,2.5,"0",6.8,"0",19.2,"0",13.8,NA
1969-08-02,6.63,"0",0,"0",19.8,"0",12.7,NA
1969-08-03,8,"0",0,"0",19.8,"0",6.5,NA
1969-08-04,9.59,"4",0,"0",22.4,"0",8.4,NA
1969-08-05,7.12,"4",0,"0",20.5,"0",7.8,NA
1969-08-06,5.63,"4",0,"0",19.5,"0",4.2,NA
1969-08-07,8.21,"0",0,"0",22.6,"0",8.5,NA
1969-08-08,5.58,"0",2,"0",25,"0",12,NA
1969-08-09,1.54,"4",0,"0",21.2,"0",9.8,NA
1969-08-10,5.5,"0",0,"0",20,"0",7,NA
1969-08-11,6.17,"0",2.2,"0",19.7,"0",10.2,NA
1969-08-12,7.21,"0",11.1,"0",15.9,"0",7.2,NA
1969-08-13,2.79,"0",0,"0",17.5,"0",9,NA
1969-08-14,2.42,"0",0,"0",17.5,"0",8.5,NA
1969-08-15,0.71,"0",0,"0",19.2,"0",8,NA
1969-08-16,3.5,"0",0,"0",19.8,"0",9.2,NA
1969-08-17,3.96,"0",0,"0",22.5,"0",5.5,NA
1969-08-18,4.92,"0",0,"0",22,"0",11.9,NA
1969-08-19,10.08,"0",0.1,"0",19.7,"0",8.3,NA
1969-08-20,13.59,"0",5.8,"0",18,"0",6.5,NA
1969-08-21,10.21,"0",0,"0",19.2,"0",6.4,NA
1969-08-22,10.79,"0",2.7,"0",15.9,"0",4.6,NA
1969-08-23,9.54,"0",0,"0",18.1,"0",4.7,NA
1969-08-24,7.87,"0",4.9,"0",16.1,"0",2.5,NA
1969-08-25,12.17,"0",1.2,"0",18.2,"0",7,NA
1969-08-26,15.79,"0",0,"0",19,"0",8,NA
1969-08-27,13,"0",0,"0",18.6,"0",7.4,NA
1969-08-28,8.92,"0",2,"0",16.1,"0",8.1,NA
1969-08-29,5.91,"0",0,"0",19.5,"0",3.1,NA
1969-08-30,5.21,"0",0,"0",19.6,"0",4,NA
1969-08-31,4.12,"0",0,"0",16.8,"0",8.2,NA
1969-09-01,6.34,"0",0,"0",15,"0",2.6,NA
1969-09-02,2.08,"0",0,"0",18.2,"0",4,NA
1969-09-03,3.83,"0",0,"0",17.8,"0",2.2,NA
1969-09-04,3.5,"4",0,"0",16.8,"0",5.2,NA
1969-09-05,4.92,"0",0,"0",17.5,"0",8.8,NA
1969-09-06,2.17,"0",0,"0",16,"0",8.3,NA
1969-09-07,2.42,"0",0,"0",18,"0",2.7,NA
1969-09-08,4,"0",0,"0",18.5,"0",9,NA
1969-09-09,10.04,"0",27.9,"0",20.5,"0",4.5,NA
1969-09-10,5.25,"0",7.1,"0",16,"0",7.4,NA
1969-09-11,6.83,"0",0.1,"0",15,"0",6.7,NA
1969-09-12,1.92,"0",0,"0",18,"0",0.1,NA
1969-09-13,3.25,"0",0,"0",16.5,"0",4.9,NA
1969-09-14,9.21,"0",1.5,"0",14.5,"0",5.4,NA
1969-09-15,6.92,"0",0.8,"0",15.4,"0",8.2,NA
1969-09-16,7.71,"0",0.2,"0",14.8,"0",8.6,NA
1969-09-17,3.75,"0",0.8,"0",16.4,"0",8.4,NA
1969-09-18,3.79,"0",0,"0",19,"0",5.8,NA
1969-09-19,3.54,"0",0,"0",17.6,"0",2.8,NA
1969-09-20,10.5,"0",2.7,"0",18,"0",2.6,NA
1969-09-21,16.17,"0",1,"0",21.2,"0",9.6,NA
1969-09-22,7.38,"0",0.4,"0",17.7,"0",3.2,NA
1969-09-23,10.37,"0",0,"0",21.4,"0",2.5,NA
1969-09-24,10.13,"0",0,"0",19,"0",10.5,NA
1969-09-25,9.96,"0",0,"0",17.4,"0",1.2,NA
1969-09-26,17.12,"0",2,"0",17.2,"0",7,NA
1969-09-27,6.46,"0",0,"0",15.5,"0",2.3,NA
1969-09-28,16.92,"0",1.1,"0",16.5,"0",4,NA
1969-09-29,5.75,"0",0,"0",14,"1",-3,NA
1969-09-30,11.38,"0",0.1,"0",14.1,"0",2.3,NA
1969-10-01,7.33,"0",0.6,"0",15.4,"4",NA,NA
1969-10-02,16.42,"0",1.8,"0",17.8,"4",NA,NA
1969-10-03,7.38,"0",0,"0",16.1,"4",NA,NA
1969-10-04,8.08,"0",0,"0",18.5,"4",NA,NA
1969-10-05,7.25,"0",0.4,"0",17.5,"4",NA,NA
1969-10-06,8.04,"0",0.7,"0",17.4,"4",NA,NA
1969-10-07,10.79,"0",0.2,"0",17.4,"4",NA,NA
1969-10-08,14,"4",0,"0",21.2,"4",NA,NA
1969-10-09,4.25,"4",0,"0",20.2,"4",NA,NA
1969-10-10,1.17,"4",0,"0",20.5,"4",NA,NA
1969-10-11,3.58,"4",0,"0",17.8,"4",NA,NA
1969-10-12,10.63,"0",0.2,"0",16.2,"4",NA,NA
1969-10-13,11.92,"0",3.8,"0",18.6,"4",NA,NA
1969-10-14,11.5,"0",0,"2",16.9,"4",NA,NA
1969-10-15,16.13,"4",0,"0",18.3,"4",NA,NA
1969-10-16,9.87,"0",0,"0",18,"4",NA,NA
1969-10-17,14.37,"0",0,"0",16.6,"4",NA,NA
1969-10-18,4.33,"0",0,"0",16.6,"4",NA,NA
1969-10-19,1.04,"0",0.1,"0",16.5,"4",NA,NA
1969-10-20,1.38,"0",0,"0",12.6,"4",NA,NA
1969-10-21,1.5,"0",0,"0",14.7,"4",NA,NA
1969-10-22,3.33,"0",0.6,"0",16.1,"4",NA,NA
1969-10-23,13.88,"0",1.3,"0",16.1,"4",NA,NA
1969-10-24,13.42,"0",1.7,"2",15,"4",NA,NA
1969-10-25,12.54,"0",0.3,"0",15.9,"0",8.5,NA
1969-10-26,9.29,"4",0,"0",16.4,"0",14.3,NA
1969-10-27,4.04,"4",0,"0",15.5,"0",12.4,NA
1969-10-28,8.25,"0",0.1,"0",16,"0",12.5,NA
1969-10-29,7.46,"0",0,"0",11.8,"0",3.5,NA
1969-10-30,11.58,"4",0,"0",13.2,"0",5,NA
1969-10-31,8.25,"4",0,"0",12.4,"0",7.4,NA
1969-11-01,13.37,"4",0,"0",15.6,"0",8.2,0.2
1969-11-02,19.41,"0",10,"0",17.5,"0",12,11
1969-11-03,4.75,"0",20.5,"0",9.5,"0",9,8
1969-11-04,10,"0",0.1,"0",7.4,"0",2.6,-1.7
1969-11-05,9.67,"0",0,"0",10,"1",-0.2,-8
1969-11-06,2.88,"0",0,"0",12.8,"0",0.5,-7
1969-11-07,11.29,"0",1.2,"0",10,"1",-1.5,-9
1969-11-08,18.16,"0",3,"0",8.4,"1",-0.6,-0.8
1969-11-09,10.71,"0",4.6,"0",7,"0",4.4,-1
1969-11-10,12.87,"0",3.8,"0",8.8,"0",2.6,-1.5
1969-11-11,5.79,"0",15,"0",6,"0",5.5,0.5
1969-11-12,7.04,"0",0,"0",5.5,"0",0,-5
1969-11-13,5.41,"0",0,"0",6.3,"0",0.4,-5.9
1969-11-14,4.29,"0",1.2,"0",3.6,"1",-2.6,-9.7
1969-11-15,9.79,"0",0.7,"0",6.6,"1",-1,-4.3
1969-11-16,11.96,"0",0.8,"0",6.5,"1",-0.1,-6.6
1969-11-17,10.25,"4",0,"0",8.8,"1",-0.8,-6.5
1969-11-18,16.25,"4",0,"0",12.6,"0",0,-1.2
1969-11-19,19.25,"0",0.8,"0",12.2,"0",8.5,6.2
1969-11-20,11.96,"0",0.2,"0",9,"0",4.4,-0.4
1969-11-21,2.96,"0",15.4,"0",7,"0",3,-0.7
1969-11-22,2.58,"0",0,"0",8.4,"1",-0.4,-4.6
1969-11-23,14.96,"0",0,"0",8.4,"0",1.8,-2
1969-11-24,8.92,"0",1.1,"0",6.2,"1",-0.1,-4.5
1969-11-25,9.5,"0",0,"0",6,"1",-0.5,-6.5
1969-11-26,8.21,"0",0.3,"0",6,"1",-2.6,-10.5
1969-11-27,13.17,"0",0.5,"0",8,"1",-1,-1.2
1969-11-28,12.38,"0",0,"0",2.5,"1",-0.6,-6.5
1969-11-29,9.5,"0",0.1,"0",3.8,"1",-2.5,-7.4
1969-11-30,7.71,"0",1.4,"0",8,"1",-0.5,-3.5
1969-12-01,8.96,"0",0,"0",8.9,"0",3.6,-2
1969-12-02,12.87,"0",5.9,"0",10.9,"0",6,0.5
1969-12-03,12.21,"0",0.7,"0",8.8,"0",8,5
1969-12-04,7.21,"0",0,"0",4.1,"1",-0.1,-5.4
1969-12-05,8,"0",0.9,"0",8.7,"1",-1.1,-7.9
1969-12-06,11.04,"0",0.2,"0",10.2,"0",0.2,NA
1969-12-07,15.54,"0",0.2,"0",11.5,"0",2.5,-3.6
1969-12-08,7.25,"4",0,"0",10.6,"0",9,6.8
1969-12-09,5.5,"4",0,"0",9.6,"0",6,-1.4
1969-12-10,7.5,"0",1.5,"0",10.5,"0",5.8,2.4
1969-12-11,5.66,"0",0.3,"0",5.1,"1",-0.7,-8.3
1969-12-12,2.88,"0",0.1,"0",4.8,"1",-4.5,-10
1969-12-13,11.34,"0",4.4,"0",9,"1",-5.8,-10.8
1969-12-14,14.92,"4",0,"0",8.5,"0",4.8,3
1969-12-15,12.92,"0",0,"0",5,"0",1.9,-1.6
1969-12-16,7.12,"0",5.2,"0",5.8,"1",-3,-10.4
1969-12-17,17.67,"0",7.1,"0",5.5,"1",-3,-4
1969-12-18,10.13,"0",7.6,"0",6.3,"0",1.5,NA
1969-12-19,11.79,"0",0,"0",9.8,"0",2.8,1.6
1969-12-20,8.75,"0",11.1,"0",12.3,"0",0.6,-5.5
1969-12-21,14.46,"0",4.6,"0",14.2,"0",1,NA
1969-12-22,13.33,"0",0.9,"0",9.4,"0",5.1,0.5
1969-12-23,10.5,"0",0.2,"0",10.9,"0",5.1,-0.9
1969-12-24,4.96,"0",0,"0",7.5,"0",5.2,-0.9
1969-12-25,6.21,"0",2.3,"0",5.3,"0",0.5,-4.7
1969-12-26,5.25,"0",0,"0",3.3,"1",-0.9,-6.5
1969-12-27,3.04,"0",0,"0",4.8,"1",-1.4,-8.2
1969-12-28,9.71,"4",0,"0",5.6,"1",-4.5,-11.1
1969-12-29,14.29,"4",0,"0",4.8,"0",1.5,0
1969-12-30,16.79,"4",0,"0",5.5,"0",0.5,0
1969-12-31,14.58,"4",0,"0",4,"0",3,0.2
1970-01-01,9,"0",0.3,"0",5.6,"0",1,-1.5
1970-01-02,8.58,"0",0.3,"0",6.8,"0",1.2,1.2
1970-01-03,5.13,"0",2,"0",1.1,"1",-1.5,-6
1970-01-04,8.92,"0",0.1,"0",0.8,"1",-6,-12
1970-01-05,12.33,"0",0.5,"0",2.5,"1",-6.1,-11.5
1970-01-06,10.34,"0",0,"0",2.2,"1",-3.2,-8
1970-01-07,8.58,"0",0.3,"0",4.6,"1",-8,-13.5
1970-01-08,19.08,"0",3.1,"0",8,"1",-8,NA
1970-01-09,13.54,"0",6.4,"0",8.8,"0",2.4,0.5
1970-01-10,4.63,"0",2.7,"0",8.8,"0",4.4,-2.5
1970-01-11,5.5,"0",7.8,"0",7.5,"0",2.4,-2.2
1970-01-12,6.13,"0",3.3,"0",7,"0",5.5,5
1970-01-13,11.29,"0",8.7,"0",9.3,"1",-2.8,-9.6
1970-01-14,9.62,"0",1.1,"0",9.2,"0",5.9,3.8
1970-01-15,6,"0",1,"0",8.2,"0",5.6,1.1
1970-01-16,3.83,"0",1.3,"0",7.5,"0",4.9,4.8
1970-01-17,16.54,"0",6,"0",11.3,"0",4.6,-1
1970-01-18,12.87,"0",0.1,"0",12,"0",6,5.3
1970-01-19,16.79,"0",1.3,"0",10.6,"0",3,-5.5
1970-01-20,9.96,"0",0.6,"0",12.2,"0",6.5,-1
1970-01-21,13.33,"0",0.5,"0",12.7,"0",7,8
1970-01-22,8.54,"0",4.1,"0",12.8,"0",4.5,-1.8
1970-01-23,11.29,"0",0.4,"0",8.5,"0",5.4,3.5
1970-01-24,11.08,"0",2.6,"0",9.8,"0",2.5,-2.1
1970-01-25,2.25,"0",0.3,"0",12,"0",2.8,-2.6
1970-01-26,7.04,"0",0.1,"0",8.6,"0",2.5,-2.8
1970-01-27,5.17,"0",0.2,"0",7.5,"1",-1.2,-8
1970-01-28,13.75,"0",0,"0",8,"1",-1.5,-1
1970-01-29,10.83,"0",1,"0",7.1,"0",5.7,4.5
1970-01-30,5.66,"0",0,"0",6.3,"0",5.6,5
1970-01-31,17.54,"0",1.5,"0",10.4,"0",5.1,2.6
1970-02-01,18.25,"0",3,"0",11.2,"0",5,5
1970-02-02,13.96,"0",3.4,"0",8,"0",5.5,2
1970-02-03,14.29,"0",7.3,"0",8.4,"0",3,-0.9
1970-02-04,5.63,"0",0,"0",4.3,"0",0.6,-4.9
1970-02-05,5.33,"0",0,"0",6.4,"1",-2.3,-9
1970-02-06,7.17,"0",0.6,"0",5.7,"1",-3.3,-11.2
1970-02-07,17.54,"0",0,"0",6.8,"1",-2,NA
1970-02-08,15.5,"0",3.2,"0",6.5,"0",2.6,-0.6
1970-02-09,17,"0",2.6,"0",4.5,"0",1.2,-2
1970-02-10,10.83,"0",0.1,"0",6.2,"0",0.8,-1.8
1970-02-11,6.5,"0",0.2,"0",5.4,"1",-2.4,-7.8
1970-02-12,10.13,"0",1.1,"0",4,"0",0.2,0.1
1970-02-13,8.75,"0",1.6,"0",3.8,"1",-4,-6
1970-02-14,5.91,"0",0.4,"0",3.8,"1",-2.2,-7.5
1970-02-15,5.41,"0",0.2,"0",2.8,"1",-1.2,-6
1970-02-16,7.67,"0",9.2,"0",4,"1",-0.7,-6
1970-02-17,15.79,"1",0.8,"0",5.7,"0",0.5,-0.8
1970-02-18,13.5,"0",2.8,"0",8.5,"0",0.9,-3
1970-02-19,16.54,"0",3.5,"0",11.6,"0",2.6,1
1970-02-20,17.04,"0",6,"0",10.8,"0",1.8,-1.5
1970-02-21,21.96,"0",6.8,"0",11.5,"0",2.9,NA
1970-02-22,16.88,"0",3.4,"0",8.5,"0",6.6,4.4
1970-02-23,15.29,"0",0.1,"0",8.9,"0",2.4,0.2
1970-02-24,15.29,"0",1.8,"0",7.6,"0",1.6,-3.4
1970-02-25,10.88,"0",0,"0",7.3,"0",1,-1.5
1970-02-26,4.33,"0",0,"0",7.3,"1",-0.4,-6.2
1970-02-27,7.67,"0",1.3,"0",5.9,"1",-3.4,-10.4
1970-02-28,6.42,"0",0,"0",6.1,"0",2.4,-1.5
1970-03-01,14.62,"0",0.9,"0",10.5,"1",-1.4,-9.3
1970-03-02,10.63,"0",0.2,"0",5.8,"0",3.4,0.3
1970-03-03,10.25,"0",3.9,"0",6.2,"1",-2,-6.9
1970-03-04,13.62,"0",0,"0",5.5,"1",-0.3,-1.2
1970-03-05,8.83,"4",0,"0",3.8,"1",-1.9,-7
1970-03-06,8.5,"4",0,"0",7,"1",-0.8,-7.8
1970-03-07,10.29,"4",0,"0",4.8,"1",-1.8,-6.8
1970-03-08,11.21,"0",1.3,"0",6.8,"0",1,-1.5
1970-03-09,7.25,"0",0.9,"0",6.6,"0",1.4,-2.6
1970-03-10,10.08,"0",7.4,"0",6.2,"1",-1,-6
1970-03-11,16.88,"0",5.8,"0",7.5,"0",1,-0.1
1970-03-12,14.37,"0",2.3,"0",5.6,"0",1.5,-0.2
1970-03-13,16.75,"0",0,"0",6,"0",2.4,0
1970-03-14,7.29,"0",0,"0",8.4,"0",2.1,-3.5
1970-03-15,8.33,"0",0,"0",10.2,"0",3,-1
1970-03-16,14.92,"0",0.5,"0",11.5,"0",4.7,1.1
1970-03-17,22.04,"0",0.1,"0",14,"0",5,NA
1970-03-18,19.7,"0",0.4,"0",8.5,"0",2,0.5
1970-03-19,12.25,"0",0.3,"0",10.5,"0",1.5,-2.5
1970-03-20,15.29,"0",0,"0",14.6,"0",5.4,NA
1970-03-21,7.38,"0",6.8,"0",9.3,"0",7.4,4.6
1970-03-22,5.25,"0",0.3,"0",10.5,"1",-1,-7.1
1970-03-23,11.34,"0",1.3,"0",8.8,"0",4.4,-1.4
1970-03-24,8.17,"4",0,"0",6.8,"0",2.8,-1.8
1970-03-25,4.25,"0",0.2,"0",9.8,"1",-3,-9
1970-03-26,11.58,"0",0.2,"0",9.8,"1",-0.4,-2.6
1970-03-27,11.92,"0",0,"0",7.5,"1",-0.9,-6.7
1970-03-28,13.46,"4",0,"0",12.1,"0",3.2,-0.6
1970-03-29,16.38,"0",1.3,"0",11.8,"0",5.4,1.4
1970-03-30,19,"0",2,"0",10.7,"0",5.5,2.1
1970-03-31,15.16,"0",0.2,"0",8.8,"0",3.2,-0.6
1970-04-01,13.08,"0",0.2,"0",6.8,"1",-2,-7
1970-04-02,10.83,"0",0,"0",9.7,"1",-0.6,-7
1970-04-03,12.04,"0",0,"0",10.7,"0",2.4,-3
1970-04-04,11.34,"0",0.5,"0",12.3,"0",3.1,-2.2
1970-04-05,14.25,"0",2.5,"0",11,"0",4.5,-1.2
1970-04-06,14.42,"0",0,"0",8.8,"0",3.1,-0.6
1970-04-07,8,"0",0.5,"0",8.5,"1",-0.5,-7.3
1970-04-08,7.46,"0",0.5,"0",8.2,"0",0.1,-5.7
1970-04-09,8.92,"0",0,"0",8.9,"0",0.4,-4.5
1970-04-10,6.25,"0",8.6,"0",8.4,"0",1.4,-1.4
1970-04-11,3.96,"0",11.7,"0",6.9,"0",2.2,1.5
1970-04-12,14.58,"0",15.6,"0",5.8,"0",3.4,1.6
1970-04-13,4.96,"4",0,"0",10.4,"1",-0.2,-4.4
1970-04-14,5.66,"0",4,"0",13.8,"0",4,-0.2
1970-04-15,9.71,"0",5,"0",16.4,"0",7.8,8.4
1970-04-16,13.17,"0",0.1,"0",15,"0",11.4,10.1
1970-04-17,11.75,"0",2,"0",17.2,"0",11.2,7.6
1970-04-18,11,"0",3,"0",14,"0",6.8,3.6
1970-04-19,11.08,"0",1.1,"0",11.4,"0",2,-1.8
1970-04-20,15.41,"0",2.5,"0",11.4,"0",2.1,-1
1970-04-21,14.58,"0",7.6,"0",13.8,"0",4,NA
1970-04-22,19.55,"0",3.2,"0",14.5,"0",8,8.1
1970-04-23,16.21,"4",0,"0",12.4,"0",8.5,7.6
1970-04-24,6.92,"0",15.7,"0",12.5,"0",0.9,-4.4
1970-04-25,19.41,"0",0.1,"0",10.5,"0",5,5.5
1970-04-26,12.12,"0",0,"0",10.8,"0",2,-3.5
1970-04-27,7.33,"0",0.5,"0",10.2,"0",0,-5.9
1970-04-28,13.83,"0",1.6,"0",11.1,"0",2.9,-1.6
1970-04-29,9.04,"0",1.1,"0",13.2,"0",3,-1.9
1970-04-30,8.29,"0",0,"0",16.3,"0",6.5,7.4
1970-05-01,12.75,"0",0,"0",18,"0",10.3,6.7
1970-05-02,16.66,"0",0,"0",19.8,"0",10.4,10.4
1970-05-03,9.71,"0",0,"0",16.5,"0",10.1,5.7
1970-05-04,9.25,"4",0,"0",15.4,"0",10,2.5
1970-05-05,6.79,"0",0,"0",15.8,"0",9.8,8
1970-05-06,3.37,"0",8.1,"0",12.2,"0",9,6
1970-05-07,5.91,"0",0.6,"0",14.2,"0",8.1,4.8
1970-05-08,7.92,"4",0,"0",17.5,"0",9.5,6.2
1970-05-09,12.5,"0",0,"0",11.4,"0",8.2,7.6
1970-05-10,10.21,"0",0.7,"0",12.8,"0",9.2,8.8
1970-05-11,5.75,"0",0,"0",13.8,"0",9,8.8
1970-05-12,7.25,"0",0,"0",17.5,"0",8.4,2.5
1970-05-13,2.54,"0",0,"0",17.5,"0",5.4,-1
1970-05-14,3.25,"0",0,"0",17,"0",5.9,-0.9
1970-05-15,3.83,"0",0,"0",16.4,"0",8.4,2.6
1970-05-16,7.17,"0",0,"0",15.4,"0",8.1,1.5
1970-05-17,2.79,"0",0,"0",16.6,"0",9.3,2.2
1970-05-18,8.54,"0",0.5,"0",18.8,"0",12.4,6.6
